spkid,full_name,pdes,name,prefix,neo,sats,H,M1,M2,K1,K2,PC,diameter,extent,albedo,rot_per,GM,H_sigma,diameter_sigma,orbit_id,epoch,epoch_mjd,epoch_cal,equinox,e,a,q,i,om,w,ma,ad,n,tp,tp_cal,per,per_y,moid,moid_ld,moid_jup,t_jup,sigma_e,sigma_a,sigma_q,sigma_i,sigma_om,sigma_w,sigma_ma,sigma_ad,sigma_n,sigma_tp,sigma_per,class,producer,data_arc,first_obs,last_obs,n_obs_used,n_del_obs_used,n_dop_obs_used,condition_code,rms,two_body,A1,A1_sigma,A2,A2_sigma,A3,A3_sigma,DT,DT_sigma
1000194,D/1993 F2-P1 (Shoemaker-Levy 9),1993 F2-P1,Shoemaker-Levy,D,,0,,,,,,,,,,,,,,JPL PA6,2449480.5,49480,1994-05-08.0,J2000,0.2077,6.79,5.38,5.83,220.91,355.0,2.18,8.2,0.0557,2449441.42,1994-03-29.9,6460.0,17.7,4.37,1700.0,0.00519,2.99,1.4e-05,0.00015,3.2e-05,0.00028,0.00019,0.0062,0.0039,0.00019,1.9e-06,0.071,0.22,JFc,,,,,0,,,,,,,,,,,,,
1000196,D/1993 F2-Q1 (Shoemaker-Levy 9),1993 F2-Q1,Shoemaker-Levy,D,,0,,,,,,,,,,,,,,JPL Q63,2449480.5,49480,1994-05-08.0,J2000,0.2074,6.787,5.379,5.82,220.93,355.01,2.16,8.19,0.05574,2449441.77,1994-03-30.2,6460.0,17.7,4.37,1700.0,0.00491,2.99,4.6e-06,4e-05,3.3e-06,3.7e-05,8.7e-05,0.0012,0.0008,4.9e-05,5e-07,0.014,0.058,JFc,,,,,0,,,,,,,,,,,,,
1000198,D/1993 F2-R (Shoemaker-Levy 9),1993 F2-R,Shoemaker-Levy,D,,0,,,,,,,,,,,,,,JPL R58,2449480.5,49480,1994-05-08.0,J2000,0.2066,6.78,5.379,5.81,220.97,355.02,2.13,8.18,0.05583,2449442.38,1994-03-30.8,6450.0,17.7,4.37,1700.0,0.00489,2.99,4.7e-06,4.1e-05,3.5e-06,4.3e-05,9e-05,0.0013,0.00084,5e-05,5.1e-07,0.015,0.059,JFc,,,,,0,,,,,,,,,,,,,
1000199,D/1993 F2-S (Shoemaker-Levy 9),1993 F2-S,Shoemaker-Levy,D,,0,,,,,,,,,,,,,,JPL S62,2449480.5,49480,1994-05-08.0,J2000,0.2057,6.772,5.379,5.79,221.01,355.03,2.1,8.17,0.05592,2449443.0,1994-03-31.5,6440.0,17.6,4.37,1700.0,0.00488,2.99,4.5e-06,4e-05,4.2e-06,4.4e-05,9.1e-05,0.0013,0.00083,4.8e-05,4.9e-07,0.015,0.057,JFc,,,,,0,,,,,,,,,,,,,
1000200,D/1993 F2-T (Shoemaker-Levy 9),1993 F2-T,Shoemaker-Levy,D,,0,,,,,,,,,,,,,,JPL T22,2449480.5,49480,1994-05-08.0,J2000,0.2055,6.771,5.379,5.78,221.02,355.03,2.09,8.16,0.05594,2449443.14,1994-03-31.6,6440.0,17.6,4.37,1700.0,0.00508,2.99,7.2e-06,7.1e-05,1.5e-05,0.00015,0.00017,0.0025,0.0016,8.5e-05,8.7e-07,0.029,0.1,JFc,,,,,0,,,,,,,,,,,,,
1000201,D/1993 F2-U (Shoemaker-Levy 9),1993 F2-U,Shoemaker-Levy,D,,0,,,,,,,,,,,,,,JPL U24,2449480.5,49480,1994-05-08.0,J2000,0.2052,6.768,5.379,5.78,221.03,355.04,2.07,8.16,0.05598,2449443.44,1994-03-31.9,6430.0,17.6,4.37,1700.0,0.00495,2.99,8e-06,7.3e-05,1.4e-05,0.00014,0.00017,0.0028,0.0018,8.8e-05,9.1e-07,0.032,0.1,JFc,,,,,0,,,,,,,,,,,,,
1000202,D/1993 F2-V (Shoemaker-Levy 9),1993 F2-V,Shoemaker-Levy,D,,0,,,,,,,,,,,,,,JPL V27,2449480.5,49480,1994-05-08.0,J2000,0.2046,6.763,5.379,5.76,221.06,355.05,2.05,8.15,0.05604,2449443.87,1994-04-01.3,6420.0,17.6,4.37,1700.0,0.00492,2.99,6.8e-06,6e-05,5.5e-06,6.5e-05,0.00012,0.0019,0.0013,7.2e-05,7.4e-07,0.022,0.085,JFc,,,,,0,,,,,,,,,,,,,
1000203,D/1993 F2-W (Shoemaker-Levy 9),1993 F2-W,Shoemaker-Levy,D,,0,,,,,,,,,,,,,,JPL W52,2449480.5,49480,1994-05-08.0,J2000,0.2043,6.76,5.379,5.76,221.08,355.06,2.04,8.14,0.05608,2449444.14,1994-04-01.6,6420.0,17.6,4.37,1700.0,0.00483,2.99,5.3e-06,4.6e-05,3.8e-06,4e-05,0.0001,0.0014,0.00093,5.6e-05,5.8e-07,0.016,0.066,JFc,,,,,0,,,,,,,,,,,,,
1000195,D/1993 F2-P2 (Shoemaker-Levy 9),1993 F2-P2,Shoemaker-Levy,D,,0,,,,,,,,,,,,,,JPL P37,2449480.5,49480,1994-05-08.0,J2000,0.2079,6.791,5.38,5.83,220.9,355.01,2.17,8.2,0.05569,2449441.51,1994-03-30.0,6460.0,17.7,4.37,1700.0,0.00507,2.99,5.1e-06,4.6e-05,6.8e-06,7.7e-05,9.3e-05,0.0017,0.0011,5.6e-05,5.7e-07,0.019,0.066,JFc,,,,,0,,,,,,,,,,,,,
1000197,D/1993 F2-Q2 (Shoemaker-Levy 9),1993 F2-Q2,Shoemaker-Levy,D,,0,,,,,,,,,,,,,,JPL QB13,2449480.5,49480,1994-05-08.0,J2000,0.2075,6.787,5.379,5.82,220.92,355.01,2.16,8.2,0.05574,2449441.73,1994-03-30.2,6460.0,17.7,4.37,1700.0,0.00495,2.99,7.3e-06,6.4e-05,7e-06,9e-05,0.00016,0.0023,0.0015,7.7e-05,7.8e-07,0.027,0.091,JFc,,,,,0,,,,,,,,,,,,,
1001265,C/1993 K1 (Shoemaker-Levy),1993 K1,Shoemaker-Levy,C,,0,,10.0,,4.5,,,,,,,,,,JPL 4,2449563.5,49563,1994-07-30.0,J2000,1.0001,-42780.0,4.849,67.77,30.33,232.46,0.0,,1.114e-07,2449385.56,1994-02-02.0,,,4.14,1610.0,0.568,,3.6e-05,14000.0,2.6e-05,7.5e-05,0.0001,0.00059,9.4e-06,,5.3e-08,0.0053,,HYP,Otto Matic,1045.0,1993-03-18,1996-01-27,46,,,,0.66618,,,,,,,,,
1000583,C/1993 Q1 (Mueller),1993 Q1,Mueller,C,,0,,9.8,,4.5,,,,,,,,,,JPL 8,2449288.5,49288,1993-10-28.0,J2000,1.0003,-3000.0,0.967,105.03,193.79,261.03,-0.0,,5.998e-06,2449437.78,1994-03-26.2,,,0.477,186.0,2.18,,4.3e-06,40.0,5.3e-06,0.00012,6.3e-05,0.00036,1.8e-05,,1.2e-07,0.00016,,HYP,Otto Matic,566.0,1992-09-28,1994-04-17,495,,,,0.97132,,,,,,,,,
1000483,C/1993 Y1 (McNaught-Russell),1993 Y1,McNaught-Russell,C,,0,,12.3,16.9,10.0,5.0,0.03,,,,,,,,JPL 16,2449470.5,49470,1994-04-28.0,J2000,0.9936,134.7,0.868,51.59,166.36,353.47,0.02,268.46,0.0006307,2449442.6,1994-03-31.0,571000.0,1560.0,0.121,47.2,2.62,0.755,1.3e-05,0.26,4.3e-07,0.00012,0.00017,0.00016,5.2e-05,0.52,1.8e-06,0.0001,1700.0,COM,Otto Matic,265.0,1993-12-17,1994-09-08,377,,,,0.8562,,1.7e-08,9.5e-10,8.7e-10,5.1e-10,,,,
1001266,C/1994 E1 (Mueller),1994 E1,Mueller,C,,0,,11.0,,12.5,,,,,,,,,,JPL 2,2449451.5,49451,1994-04-09.0,J2000,0.9684,55.34,1.751,145.14,5.18,98.92,0.31,108.92,0.002394,2449319.96,1993-11-28.4,150000.0,412.0,1.06,411.0,0.319,-1.24,0.00047,0.82,0.00034,0.0028,0.0021,0.02,0.0071,1.6,5.3e-05,0.039,3400.0,COM,Otto Matic,62.0,1994-03-11,1994-05-12,73,,,6.0,0.90987,,,,,,,,,
1001267,C/1994 E2 (Shoemaker-Levy),1994 E2,Shoemaker-Levy,C,,0,,14.3,17.7,8.75,5.0,0.03,,,,,,,,JPL 2,2449467.5,49467,1994-04-25.0,J2000,0.9973,430.0,1.159,131.25,166.57,57.5,360.0,858.91,0.0001105,2449499.96,1994-05-27.4,3260000.0,8920.0,0.411,160.0,0.0959,-0.867,1.4e-05,2.2,3.2e-06,0.00012,0.00011,0.00027,2.8e-05,4.4,8.5e-07,0.00032,25000.0,COM,Otto Matic,183.0,1994-03-14,1994-09-13,114,,,,0.9633,,,,,,,,,
1001268,C/1994 G1-A (Takamizawa-Levy),1994 G1-A,Takamizawa-Levy,C,,0,,6.4,,13.5,,,,,,,,,,JPL 2,2449717.5,49717,1994-12-31.0,J2000,0.9991,1471.0,1.359,132.87,306.83,61.63,0.0,2940.69,1.747e-05,2449495.03,1994-05-22.5,20600000.0,56400.0,0.623,242.0,0.0946,-0.98,6e-06,9.6,2.5e-06,0.00011,7.1e-05,0.00021,3.8e-05,19.0,1.7e-07,0.00026,200000.0,COM,Otto Matic,385.0,1994-05-06,1995-05-26,44,,,,0.83077,,,,,,,,,
1001269,C/1994 G1-B (Takamizawa-Levy),1994 G1-B,Takamizawa-Levy,C,,0,,,,,,,,,,,,,,JPL 2,2449825.5,49825,1995-04-18.0,J2000,1.0088,-154.6,1.361,132.97,306.81,62.07,0.17,,0.0005128,2449497.11,1994-05-24.6,,,0.631,245.0,0.09,,0.011,190.0,0.0032,0.11,0.022,0.47,0.31,,0.00093,2.3,,HYP,Otto Matic,53.0,1995-04-03,1995-05-26,8,,,,0.32445,T,,,,,,,,
1001270,C/1994 J2 (Takamizawa),1994 J2,Takamizawa,C,,0,,9.5,13.0,4.5,5.0,0.03,,,,,,,,JPL 2,2449701.5,49701,1994-12-15.0,J2000,0.9962,516.8,1.948,135.96,51.13,192.12,0.01,1031.68,8.389e-05,2449533.11,1994-06-29.6,4290000.0,11700.0,0.951,370.0,3.3,-1.23,2.4e-06,0.32,8.6e-07,2.6e-05,1.8e-05,6.3e-05,1.3e-05,0.65,7.9e-08,0.00014,4000.0,COM,Otto Matic,1034.0,1994-03-20,1997-01-17,399,,,,0.6925,,,,,,,,,
1001271,C/1994 N1 (Nakamura-Nishimura-Machholz),1994 N1,Nakamura-Nishimura-Machholz,C,,0,,11.3,16.8,12.5,5.0,0.03,,,,,,,,JPL 2,2449574.5,49574,1994-08-10.0,J2000,1.0,-272300.0,1.14,94.38,158.91,123.07,0.0,,6.938e-09,2449546.44,1994-07-12.9,,,0.401,156.0,0.276,,7.1e-05,4600000.0,1.6e-05,0.00094,0.00011,0.0019,4.9e-06,,1.8e-07,0.0022,,HYP,Otto Matic,114.0,1994-07-06,1994-10-28,305,,,,0.79146,,,,,,,,,
1001272,C/1994 T1 (Machholz),1994 T1,Machholz,C,,0,,10.4,13.6,5.75,5.0,0.03,,,,,,,,JPL 2,2449682.5,49682,1994-11-26.0,J2000,0.9995,3654.0,1.845,101.74,249.94,142.78,0.0,7305.44,4.463e-06,2449628.06,1994-10-02.5,80700000.0,221000.0,0.993,386.0,2.86,-0.341,3e-05,210.0,8.7e-06,0.0003,2.9e-05,0.00055,2.1e-05,430.0,3.9e-07,0.0012,7100000.0,COM,Otto Matic,170.0,1994-10-09,1995-03-28,344,,,,0.7207,,,,,,,,,
1000132,C/1995 O1 (Hale-Bopp),1995 O1,Hale-Bopp,C,,0,,4.8,,4.0,,,60.0,,0.04,,,,20.0,JPL 226,2459837.5,59837,2022-09-15.0,J2000,0.995,177.4,0.891,89.29,282.73,130.41,3.88,353.98,0.000417,2450537.13,1997-03-29.6,863000.0,2360.0,0.0878,34.2,0.0791,0.044,2.3e-07,0.0083,1.3e-06,1.9e-05,4.1e-05,4.2e-05,0.00027,0.017,2.9e-08,0.0014,61.0,COM,Davide Farnocchia,10665.0,1993-04-27,2022-07-09,66,,,,0.38349,,,,,,,,,
1001273,C/1995 Q1 (Bradfield),1995 Q1,Bradfield,C,,0,,9.6,,16.5,,,,,,,,,,JPL 2,2450013.5,50013,1995-10-23.0,J2000,0.998,221.0,0.436,147.39,178.05,331.16,0.02,441.62,0.0002999,2449960.92,1995-08-31.4,1200000.0,3290.0,0.44,171.0,0.144,-0.666,2.6e-06,0.29,2.3e-06,3.5e-05,0.00025,0.00025,3.2e-05,0.59,6e-07,4.5e-05,2400.0,COM,Otto Matic,173.0,1995-08-18,1996-02-07,156,,,,0.95798,,,,,,,,,
1001274,C/1995 Q2 (Hartley-Drinkwater),1995 Q2,Hartley-Drinkwater,C,,0,,9.7,,22.0,,,,,,,,,,JPL 2,2449966.5,49966,1995-09-06.0,J2000,0.9665,56.38,1.889,168.01,300.75,314.0,0.08,110.87,0.002328,2449932.23,1995-08-02.7,155000.0,423.0,0.904,352.0,0.476,-1.56,0.0012,2.1,0.00012,0.00085,0.0053,0.0019,0.0045,4.1,0.00013,0.015,8600.0,COM,Otto Matic,45.0,1995-08-29,1995-10-13,123,,,6.0,0.89353,,,,,,,,,
1001275,C/1995 Y1 (Hyakutake),1995 Y1,Hyakutake,C,,0,,9.9,15.3,15.0,5.0,0.03,,,,,,,,JPL 2,2450137.5,50137,1996-02-24.0,J2000,1.0003,-3914.0,1.055,54.47,195.76,46.35,-0.0,,4.026e-06,2450137.79,1996-02-24.2,,,0.216,84.2,0.678,,7.2e-06,100.0,6.8e-07,5.1e-05,8.2e-05,9.9e-05,4.6e-08,,1.6e-07,9e-05,,HYP,Otto Matic,270.0,1995-12-26,1996-09-21,259,,,,0.87391,,,,,,,,,
1000207,C/1996 B1 (Szczepanski),1996 B1,Szczepanski,C,,0,,7.1,15.2,31.75,5.0,0.03,,,,,,,,JPL 17,2450137.5,50137,1996-02-24.0,J2000,0.9908,156.9,1.449,51.92,345.44,151.28,0.01,312.33,0.0005016,2450120.41,1996-02-06.9,718000.0,1970.0,0.523,204.0,2.44,0.952,2e-05,0.33,4.3e-06,0.0003,4.5e-05,0.00018,2.7e-05,0.67,1.6e-06,0.00026,2300.0,COM,Otto Matic,134.0,1996-01-27,1996-06-09,489,,,,0.74169,,,,,,,,,
1000131,C/1996 B2 (Hyakutake),1996 B2,Hyakutake,C,,0,,7.4,11.1,10.75,5.0,0.03,4.2,,,,,,,JPL 73,2450157.5,50157,1996-03-15.0,J2000,0.9999,2125.0,0.23,124.92,188.05,130.18,360.0,4249.28,1.006e-05,2450204.89,1996-05-01.3,35800000.0,97900.0,0.101,39.3,1.99,-0.338,1.1e-06,21.0,9e-07,6.4e-05,1.2e-05,0.00016,7.2e-06,43.0,1.5e-07,1.6e-05,540000.0,COM,Otto Matic,306.0,1996-01-01,1996-11-02,977,,,,0.71366,,2.7e-08,5.4e-10,6.5e-10,9.9e-11,,,,
1000175,C/1996 E1 (NEAT),1996 E1,NEAT,C,,0,,12.5,,8.75,,,,,,,,,,JPL 14,2450220.5,50220,1996-05-17.0,J2000,1.0009,-1496.0,1.359,114.48,149.84,81.11,-0.0,,1.704e-05,2450291.85,1996-07-27.3,,,0.909,354.0,1.13,,5.5e-06,9.1,1.2e-06,4.1e-05,4.7e-05,7.6e-05,1.1e-05,,1.5e-07,0.00012,,HYP,Otto Matic,211.0,1996-03-15,1996-10-12,237,,,,0.98227,,,,,,,,,
1000158,C/1996 J1-A (Evans-Drinkwater),1996 J1-A,Evans-Drinkwater,C,,0,,6.5,,10.0,,,,,,,,,,JPL 26,2450840.5,50840,1998-01-27.0,J2000,1.001,-1262.0,1.298,22.52,278.17,14.8,0.01,,2.199e-05,2450447.88,1996-12-30.3,,,0.29,113.0,,,2e-05,24.0,1.2e-05,7.6e-05,0.00039,0.00063,0.00025,,6.3e-07,0.0025,,HYP,,,,,0,,,,,,,,,,,,,
1000159,C/1996 J1-B (Evans-Drinkwater),1996 J1-B,Evans-Drinkwater,C,,0,,9.0,10.0,6.5,10.0,,,,,,,,,JPL 19,2451200.5,51200,1999-01-22.0,J2000,1.0006,-2189.0,1.299,22.51,278.18,14.85,0.01,,9.625e-06,2450447.71,1996-12-30.2,,,0.293,114.0,,,3.7e-06,14.0,2.1e-06,2.9e-05,0.00013,0.00018,6.8e-05,,9e-08,0.00077,,HYP,M.S.W. Keesey,951.0,1996-05-10,1998-12-17,522,,,0.0,0.73841,,,,,,,,,
1000155,C/1996 N1 (Brewington),1996 N1,Brewington,C,,0,,11.9,17.8,16.5,5.0,0.03,,,,,,,,JPL 16,2450304.5,50304,1996-08-09.0,J2000,1.0006,-1641.0,0.926,52.15,234.9,43.97,0.0,,1.483e-05,2450298.92,1996-08-03.4,,,0.0581,22.6,0.544,,7.7e-06,22.0,8.8e-07,0.00016,0.00012,9.7e-05,1.7e-06,,3e-07,6.1e-05,,HYP,Otto Matic,122.0,1996-07-04,1996-11-03,303,,,,0.76853,,,,,,,,,
1000179,C/1996 P2 (Russell-Watson),1996 P2,Russell-Watson,C,,0,,5.0,12.5,12.0,5.0,0.03,,,,,,,,JPL 17,2450406.5,50406,1996-11-19.0,J2000,1.0001,-24010.0,2.006,29.08,101.4,188.8,0.0,,2.649e-07,2450143.83,1996-03-01.3,,,0.993,386.0,2.22,,9.1e-06,2600.0,6.8e-06,2.8e-05,0.0002,0.00023,1.1e-05,,4.3e-08,0.0016,,HYP,Otto Matic,1007.0,1995-05-02,1998-02-02,157,,,,0.84915,,,,,,,,,
1000208,C/1996 Q1 (Tabur),1996 Q1,Tabur,C,,0,,11.0,16.4,10.25,5.0,0.03,,,,,,,,JPL 19,2450341.5,50341,1996-09-15.0,J2000,0.9986,605.0,0.84,73.36,31.4,57.41,360.0,1209.2,6.623e-05,2450391.03,1996-11-03.5,5440000.0,14900.0,0.0838,32.6,1.01,0.334,0.00016,70.0,1.6e-05,0.0014,0.0012,0.0036,0.00057,140.0,1.1e-05,0.0031,940000.0,COM,Otto Matic,58.0,1996-08-21,1996-10-18,214,,,,0.92224,,,,,,,,,
1000163,C/1996 R1 (Hergenrother-Spahr),1996 R1,Hergenrother-Spahr,C,,0,,6.3,,24.25,,,,,,,,,,JPL 14,2450354.5,50354,1996-09-28.0,J2000,0.9856,131.7,1.899,145.81,149.75,139.46,0.02,261.58,0.0006518,2450324.24,1996-08-28.7,552000.0,1510.0,0.986,384.0,1.53,-1.37,0.00013,1.2,1.5e-05,0.00028,0.00051,0.00038,0.00026,2.3,8.6e-06,0.0016,7300.0,COM,Otto Matic,87.0,1996-09-07,1996-12-03,321,,,,0.65131,,,,,,,,,
1000168,P/1996 R2 (Lagerkvist),1996 R2,Lagerkvist,P,,0,,6.9,14.7,20.5,5.0,0.03,,,,,,,,JPL 21,2450364.5,50364,1996-10-08.0,J2000,0.31,3.782,2.61,2.61,40.24,334.04,346.17,4.95,0.134,2450467.69,1997-01-19.1,2690.0,7.36,1.61,627.0,0.506,3.0,3.8e-05,0.00019,2.6e-05,8.5e-05,0.0026,0.0069,0.0021,0.00025,1e-05,0.022,0.2,JFc,Otto Matic,153.0,1996-08-12,1997-01-12,137,,,5.0,0.75308,,,,,,,,,
1000480,C/1996 R3 (Lagerkvist),1996 R3,Lagerkvist,C,,0,,,10.5,,5.0,0.03,,,,,,,,JPL 10,2450351.5,50351,1996-09-25.0,J2000,0.987,404.0,5.238,39.2,172.72,130.93,0.05,802.78,0.0001214,2449923.31,1995-07-24.8,2970000.0,8120.0,4.36,1700.0,1.15,2.21,0.0091,280.0,0.022,0.095,0.014,0.58,0.054,560.0,0.00013,3.5,3100000.0,JFc,Otto Matic,48.0,1996-09-12,1996-10-30,11,,,,0.51639,,,,,,,,,
1000176,C/1997 A1 (NEAT),1997 A1,NEAT,C,,0,,9.5,13.0,10.0,5.0,0.03,,,,,,,,JPL 29,2450521.5,50521,1997-03-14.0,J2000,1.0021,-1484.0,3.157,145.07,135.77,40.02,-0.0,,1.725e-05,2450619.1,1997-06-19.6,,,2.26,878.0,1.55,,9.9e-06,6.9,4.6e-06,5.3e-05,3.2e-05,0.00022,1.2e-05,,1.2e-07,0.001,,HYP,Otto Matic,353.0,1997-01-09,1997-12-28,197,,,,0.63651,,,,,,,,,
1000205,C/1997 BA6 (Spacewatch),1997 BA6,Spacewatch,C,,0,,4.3,9.8,10.75,5.0,0.03,,,,,,,,JPL 97,2451665.5,51665,2000-05-01.0,J2000,0.9989,3081.0,3.436,72.72,317.66,285.94,0.0,6158.26,5.764e-06,2451510.08,1999-11-27.5,62500000.0,171000.0,2.99,1160.0,0.209,0.684,1.5e-06,4.2,1.1e-06,4.3e-05,1.9e-05,2.5e-05,1.8e-06,8.4,1.2e-08,0.00032,130000.0,COM,Otto Matic,2804.0,1997-01-11,2004-09-15,520,,,,0.87727,,,,,,,,,
1000173,C/1997 D1 (Mueller),1997 D1,Mueller,C,,0,,6.0,10.0,10.0,5.0,0.03,,,,,,,,JPL 30,2450642.5,50642,1997-07-13.0,J2000,1.0012,-1943.0,2.248,141.89,279.17,184.96,-0.0,,1.151e-05,2450733.12,1997-10-11.6,,,1.27,493.0,2.9,,3.6e-06,6.1,9.3e-07,1.9e-05,2.9e-05,5.4e-05,4.9e-06,,5.4e-08,0.00017,,HYP,Otto Matic,562.0,1997-02-17,1998-09-02,430,,,,0.6128,,,,,,,,,
1000171,C/1997 G2 (Montani),1997 G2,Montani,C,,0,,6.4,13.2,13.25,5.0,0.03,,,,,,,,JPL 29,2450655.5,50655,1997-07-26.0,J2000,0.9942,528.5,3.085,69.84,55.8,239.84,359.98,1054.0,8.111e-05,2450919.8,1998-04-16.3,4440000.0,12200.0,2.44,950.0,1.08,0.759,1.2e-05,1.1,6.9e-06,5.7e-05,2e-05,0.00026,6.8e-05,2.2,2.6e-07,0.0013,14000.0,COM,Otto Matic,554.0,1997-04-12,1998-10-18,187,,,,0.77496,,,,,,,,,
1000174,C/1997 J1 (Mueller),1997 J1,Mueller,C,,0,,8.3,12.0,9.5,5.0,0.03,,,,,,,,JPL 22,2450668.5,50668,1997-08-08.0,J2000,0.991,255.5,2.302,122.97,277.08,98.95,0.02,508.78,0.0002413,2450572.3,1997-05-03.8,1490000.0,4090.0,1.84,714.0,0.102,-1.0,3.7e-06,0.1,2.5e-06,2.4e-05,2.3e-05,9.9e-05,1.4e-05,0.21,1.5e-07,0.0002,920.0,COM,Otto Matic,885.0,1996-08-12,1999-01-14,497,,,,0.61995,,,,,,,,,
1000170,C/1997 J2 (Meunier-Dupouy),1997 J2,Meunier-Dupouy,C,,0,,8.4,,4.5,,,,,,,,,,JPL 53,2450835.5,50835,1998-01-22.0,J2000,1.0006,-5465.0,3.051,91.27,148.84,122.67,-0.0,,2.439e-06,2450882.93,1998-03-10.4,,,2.41,937.0,0.905,,2.5e-06,24.0,8.8e-07,1.1e-05,1.1e-05,3.7e-05,7.7e-07,,1.6e-08,0.00019,,HYP,Otto Matic,887.0,1997-05-05,1999-10-09,1420,,,,0.72118,,,,,,,,,
1000213,C/1997 L1 (Zhu-Balam),1997 L1,Zhu-Balam,C,,0,,6.5,8.5,10.0,10.0,,,,,,,,,JPL 26,2450682.5,50682,1997-08-22.0,J2000,0.998,2418.0,4.9,72.99,233.3,346.36,0.0,4831.23,8.289e-06,2450410.37,1996-11-22.8,43400000.0,119000.0,3.91,1520.0,0.417,0.805,2.7e-05,32.0,5.9e-05,0.00011,7.6e-05,0.0013,4.5e-05,65.0,1.7e-07,0.0077,870000.0,COM,Otto Matic,453.0,1997-06-03,1998-08-30,213,,,,0.78244,,,,,,,,,
1000209,C/1997 N1 (Tabur),1997 N1,Tabur,C,,0,,12.1,,6.25,,,,,,,,,,JPL 11,2450642.5,50642,1997-07-13.0,J2000,1.0002,-2447.0,0.396,85.96,147.61,344.18,-0.0,,8.14e-06,2450675.98,1997-08-15.4,,,0.581,226.0,1.36,,0.00013,2000.0,6.8e-05,0.0013,0.0015,0.0095,0.00033,,9.9e-06,0.00095,,HYP,Otto Matic,25.0,1997-07-03,1997-07-28,65,,,,0.71974,,,,,,,,,
1000210,C/1997 O1 (Tilbrook),1997 O1,Tilbrook,C,,0,,8.0,,10.0,,,,,,,,,,JPL 22,2450716.5,50716,1997-09-25.0,J2000,0.9842,87.02,1.372,115.8,231.25,336.19,0.09,172.67,0.001214,2450642.92,1997-07-13.4,296000.0,812.0,0.409,159.0,2.77,-0.57,1.2e-05,0.065,6e-06,0.00013,0.00017,0.00031,0.0001,0.13,1.4e-06,0.00032,330.0,COM,Otto Matic,243.0,1997-07-23,1998-03-23,115,,,3.0,0.79046,,,,,,,,,
1000206,C/1997 P2 (Spacewatch),1997 P2,Spacewatch,C,,0,,10.2,,10.0,,,,,,,,,,JPL 19,2450689.5,50689,1997-08-29.0,J2000,1.0279,-152.6,4.263,14.58,302.91,24.5,-0.0,,0.0005231,2450691.64,1997-08-31.1,,,3.26,1270.0,0.469,,0.00021,1.2,0.0017,0.011,0.016,0.21,0.00064,,6.2e-06,1.2,,HYP,Otto Matic,49.0,1997-08-12,1997-09-30,94,,,,0.6679,,,,,,,,,
1000211,C/1997 T1 (Utsunomiya),1997 T1,Utsunomiya,C,,0,,7.9,12.1,18.25,5.0,0.03,,,,,,,,JPL 35,2450772.5,50772,1997-11-20.0,J2000,0.9985,918.2,1.359,127.99,53.7,95.97,360.0,1834.96,3.543e-05,2450792.64,1997-12-10.1,10200000.0,27800.0,0.868,338.0,1.18,-0.884,2.3e-06,1.4,4e-07,2e-05,2.5e-05,4e-05,1.6e-06,2.8,8.1e-08,5.2e-05,23000.0,COM,Otto Matic,256.0,1997-10-05,1998-06-18,681,,,,0.79132,,,,,,,,,
1000214,C/1998 G1 (LINEAR),1998 G1,LINEAR,C,,0,,13.8,,4.5,,,,,,,,,,JPL 19,2450924.5,50924,1998-04-21.0,J2000,0.8237,12.1,2.133,109.71,341.38,236.32,355.09,22.07,0.02342,2451134.12,1998-11-16.6,15400.0,42.1,1.43,557.0,1.11,-0.153,7.6e-05,0.0061,0.00023,0.0018,0.00085,0.01,0.004,0.011,1.8e-05,0.013,12.0,HTC,Otto Matic,76.0,1998-04-02,1998-06-17,161,,,5.0,0.61202,,,,,,,,,
1000215,C/1998 H1 (Stonehouse),1998 H1,Stonehouse,C,,0,,10.0,14.5,9.0,5.0,0.03,,,,,,,,JPL 18,2450946.5,50946,1998-05-13.0,J2000,0.9979,722.1,1.487,104.69,222.11,1.33,0.0,1442.77,5.079e-05,2450917.93,1998-04-14.4,7090000.0,19400.0,0.48,187.0,3.94,-0.376,0.00016,54.0,1.2e-05,0.0013,0.00035,0.00042,0.00016,110.0,5.7e-06,0.00054,800000.0,COM,Otto Matic,91.0,1998-04-26,1998-07-26,407,,,,0.75997,,,,,,,,,
1000216,C/1998 J1 (SOHO),1998 J1,SOHO,C,,0,,6.5,10.0,7.5,5.0,0.03,,,,,,,,JPL 77,2450973.5,50973,1998-06-09.0,J2000,1.0002,-889.9,0.153,62.93,351.65,110.56,0.0,,3.713e-05,2450942.12,1998-05-08.6,,,0.316,123.0,3.14,,1.9e-05,97.0,8e-07,0.00021,0.0026,0.0019,0.00019,,6.1e-06,0.00022,,HYP,Otto Matic,94.0,1998-05-03,1998-08-05,318,,,,0.61206,,,,,,,,,
1000217,C/1998 K1 (Mueller),1998 K1,Mueller,C,,0,,8.0,10.8,10.0,5.0,0.03,,,,,,,,JPL 18,2450969.5,50969,1998-06-05.0,J2000,0.9452,62.29,3.417,35.64,18.26,165.25,359.82,121.17,0.002005,2451057.54,1998-09-01.0,180000.0,492.0,2.43,946.0,1.96,1.92,7.2e-05,0.082,2.6e-05,0.00018,0.00016,0.00098,0.00035,0.16,4e-06,0.0048,350.0,COM,Otto Matic,267.0,1998-04-04,1998-12-27,171,,,4.0,0.61884,,,,,,,,,
