"spkid","full_name","pdes","name","prefix","neo","pha","sats","H","G","M1","M2","K1","K2","PC","diameter","extent","albedo","rot_per","GM","BV","UB","IR","spec_B","spec_T","H_sigma","diameter_sigma","orbit_id","epoch","epoch_mjd","epoch_cal","equinox","e","a","q","i","om","w","ma","ad","n","tp","tp_cal","per","per_y","moid","moid_ld","moid_jup","t_jup","sigma_e","sigma_a","sigma_q","sigma_i","sigma_om","sigma_w","sigma_ma","sigma_ad","sigma_n","sigma_tp","sigma_per","class","producer","data_arc","first_obs","last_obs","n_obs_used","n_del_obs_used","n_dop_obs_used","condition_code","rms","two_body","A1","A1_sigma","A2","A2_sigma","A3","A3_sigma","DT","DT_sigma"
20382395,"382395 (1990 SM)",382395,,,Y,Y,0,16.46,,,,,,,,,,,,,,,,,,,"JPL 69",2460200.5,60200,2023-09-13.0,J2000,0.7639,2.105,0.497,11.61,136.21,107.69,312.89,3.71,0.3226,2460346.50,2024-02-05.9,1.12e+03,3.05,0.0309,12,1.53,3.28,1.2e-07,9.5e-09,2.5e-07,4.9e-06,8.3e-05,8.2e-05,1.2e-05,1.7e-08,2.2e-09,3.7e-05,7.5e-06,APO,"Otto Matic",13246,1987-09-28,2024-01-03,189,,,0,.60996,,,,,,,,,
20382406,"382406 (1996 AJ1)",382406,,,Y,Y,0,20.57,,,,,,,,,,,,,,,,,,,"JPL 36",2460200.5,60200,2023-09-13.0,J2000,0.7814,1.31,0.286,2.54,90.94,238.34,218.21,2.33,0.657,2460416.30,2024-04-15.7,548,1.5,0.00489,1.9,3.04,4.6,3.5e-07,2.2e-08,4.5e-07,3.5e-05,3.9e-04,4.0e-04,1.6e-05,3.9e-08,1.6e-08,2.4e-05,1.4e-05,APO,"Otto Matic",9877,1996-01-12,2023-01-27,116,,,0,.68379,,,,,,,,,
20382745,"382745 (2003 CC)",382745,,,Y,Y,0,20.41,,,,,,,,,,,,,,,,,,,"JPL 51",2460200.5,60200,2023-09-13.0,J2000,0.3270,1.5,1.010,2.32,136.32,103.16,10.80,1.99,0.5362,2460180.36,2023-08-23.8,671,1.84,0.0358,13.9,3.01,4.48,4.4e-08,4.0e-09,6.5e-08,7.7e-06,1.0e-04,1.0e-04,1.9e-05,5.2e-09,2.1e-09,3.6e-05,2.7e-06,APO,"Otto Matic",4986,2003-02-01,2016-09-26,176,,,0,.61202,,,,,,,,,
20382758,"382758 (2003 GY)",382758,,,Y,Y,0,20.19,,,,,,,,,,,,,,,,,,,"JPL 96",2460200.5,60200,2023-09-13.0,J2000,0.3172,1.38,0.942,4.67,321.79,334.17,152.71,1.82,0.6082,2459949.42,2023-01-04.9,592,1.62,0.023,8.97,3.38,4.75,1.1e-08,1.7e-09,1.6e-08,3.6e-06,4.0e-05,4.1e-05,1.1e-05,2.3e-09,1.1e-09,1.7e-05,1.1e-06,APO,"Otto Matic",7640,2003-04-05,2024-03-05,357,1,2,0,.53475,,,,,,,,,
20382825,"382825 (2003 XB22)",382825,,,Y,Y,0,19.30,,,,,,,,,,,,,,,,,,,"JPL 85",2460200.5,60200,2023-09-13.0,J2000,0.3935,1.405,0.852,29.95,108.76,118.29,218.27,1.96,0.5915,2460440.11,2024-05-09.6,609,1.67,0.0136,5.3,3.31,4.53,5.3e-08,2.4e-09,7.5e-08,1.5e-05,6.0e-06,1.2e-05,1.1e-05,3.3e-09,1.5e-09,1.9e-05,1.5e-06,APO,"Otto Matic",7367,2003-12-15,2024-02-15,354,,,0,.54326,,,,,,,,,
20385186,"385186 (1994 AW1)",385186,,,Y,Y,1,17.64,,,,,,,0.811,,0.223,2.5193,,,,,Sa,,,0.02,"JPL 343",2460200.5,60200,2023-09-13.0,J2000,0.0755,1.105,1.022,24.10,290.34,37.16,335.74,1.19,0.8485,2460229.09,2023-10-11.5,424,1.16,0.0194,7.54,3.99,5.55,4.3e-10,3.3e-10,6.6e-10,9.6e-08,9.5e-08,4.0e-07,4.6e-07,3.6e-10,3.8e-10,5.5e-07,1.9e-07,AMO,"Otto Matic",13568,1986-12-29,2024-02-21,2886,4,0,0,.34054,,,,1.4e-14,1.7e-15,,,,
20385252,"385252 (2001 EB18)",385252,,,Y,Y,0,19.41,,,,,,,,,,,,,,,,,,,"JPL 33",2460200.5,60200,2023-09-13.0,J2000,0.1837,1.053,0.860,50.06,155.47,101.91,226.75,1.25,0.9122,2460346.57,2024-02-06.0,395,1.08,0.029,11.3,3.97,5.51,9.2e-08,2.7e-09,9.9e-08,4.6e-05,5.7e-06,3.0e-05,3.4e-05,3.3e-09,3.6e-09,3.8e-05,1.5e-06,APO,"Otto Matic",5301,2001-03-01,2015-09-05,82,3,1,0,.48511,,,,,,,,,
20385343,"385343 (2002 LV)",385343,,,Y,Y,0,16.56,,,,,,,1.359,,0.334,6.195,,,,,,,,0.46,"JPL 294",2460200.5,60200,2023-09-13.0,J2000,0.6053,2.315,0.914,29.53,132.15,224.25,348.47,3.72,0.2799,2460241.71,2023-10-24.2,1.29e+03,3.52,0.00729,2.84,2.12,3.17,6.5e-10,9.4e-10,1.4e-09,4.2e-07,5.8e-07,7.0e-07,4.6e-07,1.5e-09,1.7e-10,1.7e-06,7.8e-07,APO,"Otto Matic",7937,2002-06-01,2024-02-23,1943,,,0,.43655,,,,,,,,,
20385605,"385605 (2005 EJ225)",385605,,,Y,Y,0,18.95,,,,,,,,,,,,,,,,,,,"JPL 72",2460200.5,60200,2023-09-13.0,J2000,0.5728,1.707,0.729,8.86,342.10,290.60,54.15,2.68,0.442,2460077.99,2023-05-13.4,814,2.23,0.0169,6.57,2.51,3.98,4.0e-08,4.9e-09,7.0e-08,1.1e-05,2.7e-05,2.9e-05,7.7e-06,7.7e-09,1.9e-09,1.7e-05,3.5e-06,APO,"Otto Matic",6877,2005-02-04,2023-12-04,260,,,0,.51239,,,,,,,,,
20386454,"386454 (2008 XM)",386454,,,Y,Y,0,20.03,,,,,,,0.367,,0.128,,,,,,,,,0.01,"JPL 32",2460200.5,60200,2023-09-13.0,J2000,0.9091,1.222,0.111,5.44,240.60,27.40,9.28,2.33,0.7293,2460187.77,2023-08-31.2,494,1.35,0.00467,1.82,2.79,4.66,2.7e-08,8.9e-09,3.3e-08,1.8e-05,7.2e-05,7.1e-05,3.8e-05,1.7e-08,8.0e-09,5.2e-05,5.4e-06,APO,"Otto Matic",5486,2008-12-02,2023-12-10,104,,,0,.58698,,,,,,,,,
20386847,"386847 (2010 LR33)",386847,,,Y,Y,0,18.06,,,,,,,0.663,,0.211,,,,,,,,,0.01,"JPL 109",2460200.5,60200,2023-09-13.0,J2000,0.4623,1.692,0.910,5.83,352.09,333.23,349.97,2.47,0.4479,2460222.89,2023-10-05.3,804,2.2,0.0289,11.3,2.88,4.08,3.8e-08,4.5e-09,6.5e-08,4.4e-06,4.1e-05,4.1e-05,7.7e-06,6.5e-09,1.8e-09,1.7e-05,3.2e-06,APO,"Otto Matic",8326,2001-03-26,2024-01-11,396,,,0,.50702,,,,,,,,,
20387505,"387505 (1998 KN3)",387505,,,Y,Y,0,18.78,,,,,,,1.060,,0.074,,,,,,,,,0.02,"JPL 76",2460200.5,60200,2023-09-13.0,J2000,0.8735,1.542,0.195,2.29,313.29,71.19,42.94,2.89,0.5147,2460117.08,2023-06-21.5,699,1.91,0.0183,7.12,2.58,3.9,3.3e-08,4.1e-09,5.1e-08,4.0e-06,1.6e-04,1.6e-04,8.3e-06,7.6e-09,2.0e-09,1.6e-05,2.8e-06,APO,"Otto Matic",9106,1998-05-24,2023-04-29,1501,,,0,.26308,,,,,,,,,
20387668,"387668 (2002 SZ)",387668,,,Y,Y,0,20.51,,,,,,,,,,,,,,,,,,,"JPL 40",2460200.5,60200,2023-09-13.0,J2000,0.4333,1.297,0.735,22.89,346.85,276.56,116.04,1.86,0.667,2460026.53,2023-03-23.0,540,1.48,0.00214,0.832,3.45,4.84,1.0e-07,7.7e-09,1.4e-07,2.5e-05,1.2e-05,1.6e-05,2.7e-05,1.1e-08,5.9e-09,3.8e-05,4.8e-06,APO,"Otto Matic",4189,2002-09-26,2014-03-16,158,,,0,.60876,,,,,,,,,
20387746,"387746 (2003 MH4)",387746,,,Y,Y,0,20.10,,,,,,,0.366,,0.132,,,,,,,,,0.01,"JPL 72",2460200.5,60200,2023-09-13.0,J2000,0.5134,1.965,0.956,3.89,259.69,323.24,144.69,2.97,0.3577,2459796.04,2022-08-04.5,1.01e+03,2.76,0.00304,1.18,2.02,3.7,2.3e-08,4.9e-09,4.6e-08,6.1e-06,1.1e-04,1.0e-04,8.8e-06,7.4e-09,1.3e-09,2.5e-05,3.7e-06,APO,"Otto Matic",4236,2003-01-26,2014-09-01,283,,,0,.53822,,,,,,,,,
20388188,"388188 (2006 DP14)",388188,,,Y,Y,0,19.00,,,,,,,,,,5.7868,,,,,,,,,"JPL 108",2460200.5,60200,2023-09-13.0,J2000,0.7763,1.365,0.305,11.78,317.13,59.31,29.76,2.42,0.6183,2460152.37,2023-07-26.8,582,1.59,0.0168,6.54,3.12,4.45,4.8e-08,5.0e-09,6.5e-08,8.9e-06,3.2e-06,6.5e-06,2.8e-06,8.9e-09,3.4e-09,4.4e-06,3.2e-06,APO,"Otto Matic",6312,2006-02-23,2023-06-06,519,3,1,0,.29672,,,,-4.0e-14,6.6e-15,,,,
20388945,"388945 (2008 TZ3)",388945,,,Y,Y,0,20.46,,,,,,,,,,39.15,,,,,,,,,"JPL 230",2460200.5,60200,2023-09-13.0,J2000,0.3916,1.591,0.968,8.70,43.99,219.70,225.50,2.21,0.491,2460474.44,2024-06-12.9,733,2.01,0.0157,6.11,2.88,4.28,7.2e-09,1.2e-09,1.1e-08,2.3e-06,3.7e-06,4.6e-06,1.2e-06,1.7e-09,5.6e-10,2.6e-06,8.4e-07,APO,"Otto Matic",5615,2008-10-06,2024-02-20,2095,2,1,0,.29426,,,,,,,,,
20389694,"389694 (2011 QD48)",389694,,,Y,Y,0,18.20,,,,,,,0.451,,0.456,5.24,,,,,,,,0.02,"JPL 138",2460200.5,60200,2023-09-13.0,J2000,0.4919,1.545,0.785,19.07,358.80,106.77,11.48,2.31,0.5131,2460178.13,2023-08-21.6,702,1.92,0.0181,7.05,3.02,4.26,3.1e-09,1.0e-09,5.0e-09,4.5e-07,4.4e-07,7.1e-07,1.4e-06,1.5e-09,5.0e-10,2.7e-06,6.9e-07,APO,"Otto Matic",2940,2011-08-30,2019-09-17,821,,,0,.46596,,,,,,,,,
20390725,"390725 (2003 HB)",390725,,,Y,Y,0,19.70,,,,,,,0.293,,0.271,,,,,,,,,0.05,"JPL 72",2460200.5,60200,2023-09-13.0,J2000,0.3805,0.8497,0.526,18.11,70.36,306.76,203.95,1.17,1.258,2460324.51,2024-01-15.0,286,0.783,0.0467,18.2,4.32,6.83,1.5e-07,1.9e-09,1.3e-07,2.0e-05,4.8e-05,4.5e-05,4.2e-05,2.6e-09,4.2e-09,3.4e-05,9.5e-07,ATE,"Otto Matic",6600,2003-04-21,2021-05-16,258,,,0,.4141,,,,,,,,,
20390929,"390929 (2005 GP21)",390929,,,Y,Y,0,20.44,,,,,,,,,,,,,,,,,,,"JPL 51",2460200.5,60200,2023-09-13.0,J2000,0.2246,1.308,1.014,18.80,9.99,1.43,292.20,1.60,0.6586,2460303.44,2023-12-24.9,547,1.5,0.0137,5.35,3.86,4.9,9.0e-07,7.5e-09,1.2e-06,5.0e-05,1.1e-05,3.4e-04,5.1e-04,9.2e-09,5.6e-09,7.8e-04,4.7e-06,APO,"Otto Matic",6595,2005-04-04,2023-04-25,277,,,1,.46805,,,,,,,,,
20391211,"391211 (2006 HZ51)",391211,,,Y,Y,0,18.48,,,,,,,0.412,,0.415,,,,,,,,,0.09,"JPL 62",2460200.5,60200,2023-09-13.0,J2000,0.4502,1.897,1.043,12.41,84.27,193.36,196.28,2.75,0.3773,2460634.43,2024-11-19.9,954,2.61,0.0335,13,2.4,3.8,4.9e-08,1.1e-08,9.2e-08,5.9e-06,3.3e-05,3.4e-05,1.8e-05,1.7e-08,3.4e-09,5.1e-05,8.6e-06,AMO,"Otto Matic",8152,2001-10-14,2024-02-08,207,,,0,.5327,,,,,,,,,
20395207,"395207 (2010 HQ80)",395207,,,Y,Y,0,19.62,,,,,,,0.724,,0.022,,,,,,,,,0.14,"JPL 85",2460200.5,60200,2023-09-13.0,J2000,0.4894,1.568,0.801,27.85,218.47,66.30,238.97,2.34,0.5021,2460441.56,2024-05-11.0,717,1.96,0.00913,3.55,3.09,4.17,4.0e-08,4.1e-09,6.5e-08,9.4e-06,5.6e-06,9.0e-06,9.7e-06,6.1e-09,2.0e-09,2.0e-05,2.8e-06,APO,"Otto Matic",4599,2010-04-21,2022-11-23,318,,,0,.52198,,,,,,,,,
20398188,"398188 Agni (2010 LE15)",398188,Agni,,Y,Y,0,19.33,,,,,,,0.462,,0.137,21.99,,,,,,,,0.01,"JPL 138",2460200.5,60200,2023-09-13.0,J2000,0.2732,0.8645,0.628,13.25,134.18,328.61,352.02,1.10,1.226,2460207.01,2023-09-19.5,294,0.804,0.0224,8.71,4.01,6.78,2.9e-08,3.0e-09,2.5e-08,2.6e-06,3.4e-06,1.1e-05,1.5e-05,3.8e-09,6.4e-09,1.3e-05,1.5e-06,ATE,"Otto Matic",7726,2001-07-02,2022-08-27,684,7,6,0,.30195,,,,-3.2e-14,1.0e-14,,,,
20399457,"399457 (2002 PD43)",399457,,,Y,Y,0,19.30,,,,,,,,,,,,,,,,,,,"JPL 36",2460200.5,60200,2023-09-13.0,J2000,0.9562,2.507,0.110,25.94,315.03,211.00,124.63,4.90,0.2482,2459698.45,2022-04-28.9,1.45e+03,3.97,0.0266,10.4,1.11,2.44,1.2e-07,2.7e-08,3.1e-07,6.0e-05,1.9e-05,4.3e-05,1.3e-05,5.2e-08,3.9e-09,4.6e-05,2.3e-05,APO,"Otto Matic",7318,2002-08-07,2022-08-20,179,,,0,.61087,,,,,,,,,
20399774,"399774 (2005 NB7)",399774,,,Y,Y,1,18.80,,,,,,,,,,3.4882,,,,,,,,,"JPL 105",2460200.5,60200,2023-09-13.0,J2000,0.5179,2.043,0.985,12.71,199.16,348.17,102.66,3.10,0.3374,2459896.22,2022-11-12.7,1.07e+03,2.92,0.0103,4.01,1.87,3.59,1.6e-08,1.3e-08,3.4e-08,5.1e-06,1.1e-05,1.3e-05,2.0e-05,2.0e-08,3.3e-09,5.7e-05,1.0e-05,APO,"Otto Matic",7916,2001-12-18,2023-08-21,928,1,1,0,.2884,,,,,,,,,
20401856,"401856 (2000 KW43)",401856,,,Y,Y,0,20.27,,,,,,,,,,,,,,,,,,,"JPL 61",2460200.5,60200,2023-09-13.0,J2000,0.4779,1.452,0.758,24.27,82.63,63.61,153.39,2.15,0.5631,2459928.10,2022-12-14.5,639,1.75,0.0465,18.1,3.12,4.43,2.1e-07,1.2e-09,3.1e-07,2.0e-05,1.3e-05,3.5e-05,5.4e-06,1.8e-09,7.0e-10,9.7e-06,8.0e-07,APO,"Otto Matic",7702,2000-05-29,2021-06-30,263,,,0,.58886,,,,,,,,,
20401954,"401954 (2002 RW25)",401954,,,Y,Y,0,18.89,,,,,,,,,,,,,,,,,,,"JPL 48",2460200.5,60200,2023-09-13.0,J2000,0.2866,0.8247,0.588,1.35,91.97,72.15,223.93,1.06,1.316,2460303.89,2023-12-25.3,274,0.749,0.0166,6.47,3.91,7.07,1.8e-07,2.5e-08,1.6e-07,6.0e-06,4.8e-04,4.8e-04,5.9e-05,3.3e-08,6.0e-08,4.8e-05,1.3e-05,ATE,"Otto Matic",7675,2002-09-05,2023-09-10,161,,,0,.49871,,,,,,,,,
20403775,"403775 (2011 HS4)",403775,,,Y,Y,0,20.90,,,,,,,,,,,,,,,,,,,"JPL 36",2460200.5,60200,2023-09-13.0,J2000,0.6801,0.9383,0.300,5.46,117.49,314.28,313.65,1.58,1.084,2460243.24,2023-10-25.7,332,0.909,0.00591,2.3,3.74,6.17,1.3e-07,3.7e-09,1.2e-07,7.4e-06,1.1e-04,1.1e-04,4.0e-05,6.3e-09,6.5e-09,3.7e-05,2.0e-06,ATE,"Otto Matic",7705,2002-06-01,2023-07-06,131,,,0,.51824,,,,,,,,,
20405212,"405212 (2003 QC10)",405212,,,Y,Y,0,18.04,,,,,,,,,,15.27,,,,,,,,,"JPL 90",2460200.5,60200,2023-09-13.0,J2000,0.7313,1.373,0.369,5.04,359.97,120.87,132.92,2.38,0.6125,2459983.47,2023-02-07.9,588,1.61,0.00168,0.653,2.74,4.49,2.8e-08,2.4e-09,3.9e-08,4.7e-06,2.8e-05,2.8e-05,6.5e-06,4.1e-09,1.6e-09,1.0e-05,1.5e-06,APO,"Otto Matic",7207,2003-08-22,2023-05-16,399,,,0,.42739,,,,,,,,,
20405762,"405762 (2005 YO180)",405762,,,Y,Y,0,20.29,,,,,,,,,,,,,,,,,,,"JPL 24",2460200.5,60200,2023-09-13.0,J2000,0.4480,1.481,0.817,5.77,7.73,87.73,322.86,2.14,0.5469,2460268.42,2023-11-19.9,658,1.8,0.0375,14.6,3.08,4.46,9.8e-08,5.5e-09,1.5e-07,1.2e-05,8.5e-05,8.5e-05,1.5e-05,8.0e-09,3.0e-09,2.8e-05,3.7e-06,APO,"Otto Matic",7082,2004-04-08,2023-08-29,68,,,0,.44898,,,,,,,,,
20406213,"406213 (2007 AB2)",406213,,,Y,Y,0,20.34,,,,,,,,,,8.545,,,,,,,,,"JPL 90",2460200.5,60200,2023-09-13.0,J2000,0.5457,1.919,0.872,1.46,126.85,280.90,117.56,2.97,0.3707,2459883.40,2022-10-30.8,971,2.66,0.0131,5.08,2.45,3.73,1.6e-08,2.5e-09,3.1e-08,4.6e-06,5.6e-05,5.8e-05,5.0e-06,3.8e-09,7.2e-10,1.4e-05,1.9e-06,APO,"Otto Matic",5894,2007-01-10,2023-03-01,706,,,0,.41091,,,,,,,,,
20408792,"408792 (2000 GF2)",408792,,,Y,Y,0,20.53,,,,,,,,,,,,,,,,,,,"JPL 57",2460200.5,60200,2023-09-13.0,J2000,0.3774,1.341,0.835,9.63,176.03,108.08,349.99,1.85,0.6349,2460216.26,2023-09-28.7,567,1.55,0.011,4.27,3.35,4.81,1.7e-08,1.1e-09,2.2e-08,7.4e-06,9.5e-06,1.3e-05,1.6e-05,1.5e-09,7.8e-10,2.5e-05,7.0e-07,APO,"Otto Matic",7263,2000-04-03,2020-02-21,358,,,0,.58942,,,,,,,,,
20409836,"409836 (2006 QY110)",409836,,,Y,Y,0,18.07,,,,,,,0.554,,0.331,,,,,,,,,0.19,"JPL 71",2460200.5,60200,2023-09-13.0,J2000,0.5739,1.924,0.820,6.40,222.61,221.62,114.23,3.03,0.3692,2459891.09,2022-11-07.5,975,2.67,0.0318,12.4,2.26,3.69,5.3e-08,5.6e-09,1.0e-07,9.5e-06,3.9e-05,3.9e-05,6.2e-06,8.8e-09,1.6e-09,1.6e-05,4.3e-06,APO,"Otto Matic",6126,2006-08-30,2023-06-08,247,,,0,.55867,,,,,,,,,
20410627,"410627 (2008 RG1)",410627,,,Y,Y,0,20.89,,,,,,,,,,,,,,,,,,,"JPL 46",2460200.5,60200,2023-09-13.0,J2000,0.4429,1.316,0.733,13.09,347.82,257.38,37.95,1.90,0.6528,2460142.36,2023-07-16.8,551,1.51,0.0144,5.6,3.2,4.83,1.1e-07,5.8e-09,1.5e-07,1.2e-05,1.4e-05,2.2e-05,1.4e-05,8.3e-09,4.3e-09,2.2e-05,3.6e-06,APO,"Otto Matic",4419,2008-09-04,2020-10-10,166,,,0,.5325,,,,,,,,,
20410778,"410778 (2009 FG19)",410778,,,Y,Y,0,18.12,,,,,,,1.457,,0.048,8,,,,,,,,0.57,"JPL 75",2460200.5,60200,2023-09-13.0,J2000,0.7192,2.912,0.818,54.51,187.51,120.41,298.07,5.01,0.1984,2460512.71,2024-07-21.2,1.81e+03,4.97,0.0252,9.82,2.56,2.39,2.0e-08,1.2e-08,6.0e-08,2.3e-05,1.2e-06,7.0e-06,4.5e-06,2.1e-08,1.3e-09,2.5e-05,1.2e-05,APO,"Otto Matic",5440,2009-03-21,2024-02-11,276,4,1,0,.43329,,,,,,,,,
20412983,"412983 (1996 FO3)",412983,,,Y,Y,0,20.16,,,,,,,,,,,,,,,,,,,"JPL 74",2460200.5,60200,2023-09-13.0,J2000,0.2899,1.442,1.024,5.81,333.55,162.81,337.00,1.86,0.5692,2460240.91,2023-10-23.4,632,1.73,0.0403,15.7,3.18,4.61,3.4e-08,8.3e-09,4.5e-08,3.2e-06,3.2e-05,3.4e-05,6.6e-06,1.1e-08,4.9e-09,1.2e-05,5.5e-06,AMO,"Otto Matic",9557,1996-03-24,2022-05-24,336,,,0,.48648,,,,-8.0e-14,1.6e-14,,,,
20413260,"413260 (2003 TL4)",413260,,,Y,Y,0,19.56,,,,,,,,,,27.2,,,,,,,,,"JPL 96",2460200.5,60200,2023-09-13.0,J2000,0.3814,0.7768,0.481,12.19,220.01,321.98,258.43,1.07,1.44,2460271.05,2023-11-22.5,250,0.685,0.0253,9.85,3.9,7.4,3.7e-08,5.7e-09,2.8e-08,4.7e-06,3.7e-06,4.0e-06,3.1e-05,7.9e-09,1.6e-08,2.2e-05,2.7e-06,ATE,"Otto Matic",7013,2003-10-13,2022-12-25,459,4,6,0,.33254,,,,-3.5e-14,7.2e-15,,,,
20413577,"413577 (2005 UL5)",413577,,,Y,Y,0,20.34,,,,,,,,,,3.4591,,,,,,,,,"JPL 87",2460200.5,60200,2023-09-13.0,J2000,0.5698,0.9362,0.403,14.32,58.87,127.80,162.39,1.47,1.088,2460051.25,2023-04-16.7,331,0.906,0.00582,2.27,3.51,6.23,5.1e-08,5.3e-09,4.7e-08,4.6e-06,3.1e-06,4.3e-06,1.6e-05,8.3e-09,9.2e-09,1.4e-05,2.8e-06,ATE,"Otto Matic",6565,2005-10-27,2023-10-18,389,4,2,0,.37474,,,,-4.6e-14,7.2e-15,,,,
20413989,"413989 (2007 EL88)",413989,,,Y,Y,0,19.07,,,,,,,,,,,,,,,,,,,"JPL 68",2460200.5,60200,2023-09-13.0,J2000,0.5218,1.12,0.535,30.84,198.45,116.16,262.92,1.70,0.832,2460317.19,2024-01-07.6,433,1.18,0.0348,13.5,3.91,5.33,1.2e-07,1.4e-09,1.3e-07,2.5e-05,6.4e-06,1.2e-05,9.0e-06,2.2e-09,1.6e-09,1.1e-05,8.2e-07,APO,"Otto Matic",5783,2007-03-14,2023-01-12,247,,,0,.40815,,,,,,,,,
20414286,"414286 (2008 OC6)",414286,,,Y,Y,0,18.59,,,,,,,0.369,,0.471,,,,,,,,,0.08,"JPL 109",2460200.5,60200,2023-09-13.0,J2000,0.1992,0.9231,0.739,21.84,177.58,295.82,287.22,1.11,1.111,2460265.99,2023-11-17.4,324,0.887,0.0303,11.8,3.97,6.4,7.2e-08,1.9e-09,6.7e-08,1.0e-05,2.1e-05,2.2e-05,3.0e-05,2.3e-09,3.5e-09,2.7e-05,1.0e-06,ATE,"Otto Matic",5168,2008-07-29,2022-09-22,527,,,0,.4264,,,,,,,,,
20414287,"414287 (2008 OB9)",414287,,,Y,Y,0,17.73,,,,,,,1.974,,0.038,42.5,,,,,,,,0.95,"JPL 93",2460200.5,60200,2023-09-13.0,J2000,0.7594,3.204,0.771,13.50,202.73,238.52,194.05,5.64,0.1719,2461165.96,2026-05-05.4,2.09e+03,5.73,0.012,4.67,0.821,2.62,3.3e-08,3.3e-08,1.1e-07,1.4e-05,2.6e-05,2.5e-05,9.3e-06,5.8e-08,2.7e-09,6.9e-05,3.3e-05,APO,"Otto Matic",4671,2008-07-29,2021-05-13,329,,,0,.46747,,,,,,,,,
20414990,"414990 (2011 EM51)",414990,,,Y,Y,0,21.90,,,,,,,,,,,,,,,,,,,"JPL 71",2460200.5,60200,2023-09-13.0,J2000,0.3351,1.321,0.879,1.86,134.16,142.24,25.94,1.76,0.6489,2460160.53,2023-08-04.0,555,1.52,0.0129,5.03,3.35,4.89,2.3e-08,2.1e-09,3.0e-08,3.8e-06,1.6e-04,1.6e-04,9.7e-06,2.8e-09,1.5e-09,1.5e-05,1.3e-06,APO,"Otto Matic",3503,2011-03-10,2020-10-11,272,,,0,.56756,,,,,,,,,
20415029,"415029 (2011 UL21)",415029,,,Y,Y,0,15.96,,,,,,,,,,2.732,,,,,,,,,"JPL 268",2460200.5,60200,2023-09-13.0,J2000,0.6534,2.122,0.735,34.88,275.33,284.95,282.71,3.51,0.3189,2460442.89,2024-05-12.3,1.13e+03,3.09,0.0171,6.67,2.7,3.25,2.8e-08,9.1e-09,5.9e-08,8.6e-06,5.2e-06,7.1e-06,5.3e-06,1.5e-08,2.1e-09,1.8e-05,7.3e-06,APO,"Otto Matic",12543,1989-10-29,2024-03-02,1736,,,0,.32176,,,,,,,,,
20415713,"415713 (1998 XX2)",415713,,,Y,Y,0,20.00,,,,,,,,,,,,,,,,,,,"JPL 46",2460200.5,60200,2023-09-13.0,J2000,0.3676,0.7411,0.469,6.97,74.38,153.10,155.47,1.01,1.545,2460099.86,2023-06-04.3,233,0.638,0.0162,6.32,3.96,7.72,9.3e-08,1.6e-09,6.9e-08,1.5e-05,3.8e-05,4.2e-05,4.9e-05,2.2e-09,5.0e-09,3.2e-05,7.5e-07,ATE,"Otto Matic",9081,1998-12-08,2023-10-19,432,,,0,.48068,,,,,,,,,
20415745,"415745 (2000 GV147)",415745,,,Y,Y,0,19.34,,,,,,,,,,,,,,,,,,,"JPL 71",2460200.5,60200,2023-09-13.0,J2000,0.4564,1.747,0.950,10.56,68.65,216.10,23.52,2.54,0.4269,2460145.41,2023-07-19.9,843,2.31,0.00271,1.05,2.65,3.99,3.6e-08,1.9e-09,6.1e-08,6.5e-06,3.5e-05,3.5e-05,6.8e-06,2.7e-09,6.8e-10,1.6e-05,1.4e-06,APO,"Otto Matic",11169,1993-04-15,2023-11-13,252,,,0,.66629,,,,,,,,,
20416195,"416195 (2002 TR190)",416195,,,Y,Y,0,19.44,,,,,,,,,,,,,,,,,,,"JPL 61",2460200.5,60200,2023-09-13.0,J2000,0.1599,1.077,0.905,26.92,24.21,104.79,178.72,1.25,0.882,2459997.86,2023-02-22.3,408,1.12,0.00367,1.43,3.81,5.63,6.1e-08,1.7e-09,6.6e-08,1.5e-05,8.9e-06,2.1e-05,2.0e-05,2.0e-09,2.1e-09,2.2e-05,9.9e-07,APO,"Otto Matic",7514,2002-10-12,2023-05-09,297,,,0,.4891,,,,,,,,,
20416591,"416591 (2004 LC2)",416591,,,Y,Y,0,18.66,,,,,,,,,,4.677,,,,,,,,,"JPL 77",2460200.5,60200,2023-09-13.0,J2000,0.7348,1.865,0.495,10.98,84.26,290.71,179.10,3.24,0.3869,2459737.59,2022-06-07.0,930,2.55,0.0279,10.8,2.32,3.59,4.3e-08,1.4e-08,7.6e-08,6.2e-06,1.7e-05,1.7e-05,1.1e-05,2.4e-08,4.4e-09,2.4e-05,1.0e-05,APO,"Otto Matic",5765,2004-06-11,2020-03-24,761,,,0,.34166,,,,,,,,,
20416801,"416801 (2005 GC120)",416801,,,Y,Y,0,19.65,,,,,,,0.906,,0.031,9.,,,,,,,,0.07,"JPL 83",2460200.5,60200,2023-09-13.0,J2000,0.4974,1.193,0.600,16.54,67.93,258.31,330.80,1.79,0.7559,2460239.12,2023-10-21.6,476,1.3,0.00539,2.1,3.64,5.16,3.9e-08,2.6e-09,4.7e-08,5.7e-06,8.5e-06,8.4e-06,8.6e-06,3.9e-09,2.5e-09,1.2e-05,1.6e-06,APO,"Otto Matic",6877,2005-04-12,2024-02-09,347,0,1,0,.47318,,,,,,,,,
