"spkid","full_name","pdes","name","prefix","neo","pha","sats","H","G","M1","M2","K1","K2","PC","diameter","extent","albedo","rot_per","GM","BV","UB","IR","spec_B","spec_T","H_sigma","diameter_sigma","orbit_id","epoch","epoch_mjd","epoch_cal","equinox","e","a","q","i","om","w","ma","ad","n","tp","tp_cal","per","per_y","moid","moid_ld","moid_jup","t_jup","sigma_e","sigma_a","sigma_q","sigma_i","sigma_om","sigma_w","sigma_ma","sigma_ad","sigma_n","sigma_tp","sigma_per","class","producer","data_arc","first_obs","last_obs","n_obs_used","n_del_obs_used","n_dop_obs_used","condition_code","rms","two_body","A1","A1_sigma","A2","A2_sigma","A3","A3_sigma","DT","DT_sigma"
20417211,"417211 (2005 XL80)",417211,,,Y,Y,0,18.25,,,,,,,,,,,,,,,,,,,"JPL 95",2460200.5,60200,2023-09-13.0,J2000,0.4871,1.727,0.886,10.90,53.31,143.75,249.47,2.57,0.4341,2460455.11,2024-05-24.6,829,2.27,0.0431,16.8,2.4,4,2.4e-08,3.2e-09,4.2e-08,5.2e-06,1.5e-05,1.6e-05,4.3e-06,4.7e-09,1.2e-09,1.1e-05,2.3e-06,APO,"Otto Matic",6625,2005-12-08,2024-01-28,378,2,1,0,.55485,,,,,,,,,
20417217,"417217 (2005 YS)",417217,,,Y,Y,0,19.52,,,,,,,,,,,,,,,,,,,"JPL 96",2460200.5,60200,2023-09-13.0,J2000,0.5503,0.711,0.320,19.59,288.61,327.90,33.78,1.10,1.644,2460179.95,2023-08-23.4,219,0.6,0.0307,12,3.99,7.9,2.2e-07,6.1e-09,1.6e-07,3.4e-05,3.2e-05,2.4e-05,3.8e-05,9.5e-09,2.1e-08,2.3e-05,2.8e-06,ATE,"Otto Matic",6598,2005-12-21,2024-01-14,357,,,0,.42963,,,,3.2e-14,1.0e-14,,,,
20417419,"417419 (2006 KL21)",417419,,,Y,Y,0,20.92,,,,,,,,,,,,,,,,,,,"JPL 62",2460200.5,60200,2023-09-13.0,J2000,0.1273,1.199,1.046,9.35,117.20,214.22,341.68,1.35,0.7506,2460224.91,2023-10-07.4,480,1.31,0.048,18.7,3.85,5.28,5.9e-08,3.5e-09,6.9e-08,7.2e-06,2.1e-05,2.9e-05,3.0e-05,3.9e-09,3.3e-09,4.0e-05,2.1e-06,AMO,"Otto Matic",6181,2006-05-23,2023-04-25,214,,,0,.50882,,,,,,,,,
20417612,"417612 (2006 WQ29)",417612,,,Y,Y,0,18.44,,,,,,,,,,,,,,,,,,,"JPL 49",2460200.5,60200,2023-09-13.0,J2000,0.3939,1.601,0.970,8.07,111.98,136.60,280.15,2.23,0.4866,2460364.60,2024-02-24.1,740,2.03,0.0199,7.74,2.82,4.26,2.0e-06,7.7e-08,3.2e-06,2.2e-05,1.8e-04,2.2e-04,5.0e-04,1.1e-07,3.5e-08,1.0e-03,5.3e-05,APO,"Otto Matic",7297,2002-12-03,2022-11-25,170,,,1,.72276,,,,,,,,,
20417634,"417634 (2006 XG1)",417634,,,Y,Y,0,18.57,,,,,,,0.418,,0.154,,,,,,,,,0.08,"JPL 36",2460200.5,60200,2023-09-13.0,J2000,0.5960,2.458,0.993,20.50,38.46,344.13,130.05,3.92,0.2558,2459692.03,2022-04-22.5,1.41e+03,3.85,0.0136,5.3,1.56,3.15,1.6e-07,6.0e-08,4.0e-07,1.8e-05,5.0e-05,7.4e-05,6.1e-05,9.6e-08,9.4e-09,2.2e-04,5.2e-05,APO,"Otto Matic",2956,2006-12-11,2015-01-14,171,,,0,.4789,,,,,,,,,
20417816,"417816 (2007 FA)",417816,,,Y,Y,0,20.27,,,,,,,,,,,,,,,,,,,"JPL 59",2460200.5,60200,2023-09-13.0,J2000,0.2657,1.25,0.918,16.33,156.41,135.43,210.16,1.58,0.7053,2460412.96,2024-04-12.4,510,1.4,0.0281,10.9,3.65,5.07,4.1e-08,1.9e-09,5.0e-08,4.8e-06,2.0e-05,2.4e-05,1.2e-05,2.4e-09,1.6e-09,1.7e-05,1.1e-06,APO,"Otto Matic",7977,2000-03-06,2022-01-07,184,,,0,.50138,,,,,,,,,
20417871,"417871 (2007 MB24)",417871,,,Y,Y,0,18.32,,,,,,,,,,,,,,,,,,,"JPL 60",2460200.5,60200,2023-09-13.0,J2000,0.7000,1.876,0.563,47.70,271.12,269.14,135.48,3.19,0.3836,2459847.35,2022-09-24.8,938,2.57,0.028,10.9,3.53,3.35,6.5e-08,1.5e-08,1.2e-07,3.1e-05,1.4e-05,1.3e-05,1.9e-05,2.6e-08,4.7e-09,4.5e-05,1.1e-05,APO,"Otto Matic",11262,1989-07-01,2020-05-01,322,,,0,.45718,,,,,,,,,
20417949,"417949 (2007 TB23)",417949,,,Y,Y,0,18.74,,,,,,,,,,,,,,,,,,,"JPL 58",2460200.5,60200,2023-09-13.0,J2000,0.1977,1.262,1.012,38.29,40.10,173.87,254.95,1.51,0.6952,2460351.60,2024-02-11.0,518,1.42,0.00485,1.89,3.46,4.88,1.5e-07,7.2e-09,1.9e-07,2.5e-05,9.5e-06,3.8e-05,3.2e-05,8.6e-09,5.9e-09,4.6e-05,4.4e-06,APO,"Otto Matic",4945,2007-10-03,2021-04-17,284,,,0,.53623,,,,,,,,,
20418094,"418094 (2007 WV4)",418094,,,Y,Y,0,19.67,,,,,,,0.890,,0.042,9.929,,,,,,,,0.17,"JPL 80",2460200.5,60200,2023-09-13.0,J2000,0.4409,1.486,0.831,38.34,249.87,297.65,192.92,2.14,0.5438,2460507.73,2024-07-16.2,662,1.81,0.0184,7.15,3.23,4.25,2.3e-08,6.2e-09,3.3e-08,1.4e-06,6.7e-07,5.1e-06,7.4e-06,8.9e-09,3.4e-09,1.5e-05,4.1e-06,APO,"Otto Matic",4026,2007-11-19,2018-11-27,375,7,3,0,.40111,,,,,,,,,
20418135,"418135 (2008 AG33)",418135,,,Y,Y,0,19.36,,,,,,,,,,,,,,,,,,,"JPL 45",2460200.5,60200,2023-09-13.0,J2000,0.3367,1.459,0.968,16.01,38.29,155.54,292.83,1.95,0.5594,2460320.56,2024-01-11.0,644,1.76,0.0172,6.69,3.01,4.53,2.9e-08,1.1e-08,3.6e-08,8.1e-06,1.0e-05,1.7e-05,7.8e-06,1.5e-08,6.5e-09,1.5e-05,7.5e-06,APO,"Otto Matic",6856,2003-09-27,2022-07-05,155,2,1,0,.37688,,,,,,,,,
20418416,"418416 (2008 LV16)",418416,,,Y,Y,0,20.30,,,,,,,,,,,,,,,,,,,"JPL 89",2460200.5,60200,2023-09-13.0,J2000,0.6256,2.089,0.782,4.71,236.48,121.98,354.74,3.40,0.3263,2460216.63,2023-09-29.1,1.1e+03,3.02,0.00648,2.52,2.09,3.48,1.6e-08,3.1e-09,3.4e-08,5.9e-06,4.9e-05,4.9e-05,4.5e-06,5.0e-09,7.2e-10,1.4e-05,2.4e-06,APO,"Otto Matic",5688,2008-06-15,2024-01-11,388,,,0,.48576,,,,,,,,,
20418849,"418849 (2008 WM64)",418849,,,Y,Y,0,20.47,,,,,,,,,,2.4055,,,,,,,,,"JPL 83",2460200.5,60200,2023-09-13.0,J2000,0.1064,1.006,0.899,33.52,91.43,256.76,335.20,1.11,0.977,2460225.88,2023-10-08.3,368,1.01,0.034,13.2,4.09,5.9,5.4e-08,3.8e-10,5.4e-08,1.3e-05,1.1e-06,3.1e-06,9.4e-06,4.1e-10,5.5e-10,9.6e-06,2.1e-07,APO,"Otto Matic",5526,2008-11-24,2024-01-11,329,3,3,0,.3825,,,,,,,,,
20419472,"419472 (2010 DW1)",419472,,,Y,Y,0,19.99,,,,,,,0.459,,0.088,,,,,,,,,0.00,"JPL 64",2460200.5,60200,2023-09-13.0,J2000,0.2002,1.225,0.980,23.77,157.12,9.68,355.65,1.47,0.7269,2460206.49,2023-09-18.9,495,1.36,0.0094,3.66,3.51,5.12,5.6e-08,3.3e-09,6.8e-08,1.2e-05,8.4e-06,1.9e-05,2.6e-05,4.0e-09,3.0e-09,3.5e-05,2.0e-06,APO,"Otto Matic",6957,2002-08-29,2021-09-15,317,,,0,.38132,,,,,,,,,
20419624,"419624 (2010 SO16)",419624,,,Y,Y,0,20.44,,,,,,,0.357,,0.084,,,,,,,,,0.13,"JPL 80",2460200.5,60200,2023-09-13.0,J2000,0.0754,1.004,0.928,14.52,40.35,109.21,170.54,1.08,0.9801,2460026.49,2023-03-22.9,367,1.01,0.03,11.7,3.9,6.03,8.2e-08,6.5e-09,8.4e-08,2.0e-05,2.5e-05,5.3e-05,6.0e-05,7.0e-09,9.5e-09,6.1e-05,3.6e-06,APO,"Otto Matic",4472,2010-08-17,2022-11-14,350,,,0,.59326,,,,,,,,,
20419880,"419880 (2011 AH37)",419880,,,Y,Y,0,19.83,,,,,,,0.982,,0.026,,,,,,,,,0.06,"JPL 57",2460200.5,60200,2023-09-13.0,J2000,0.6721,2.548,0.835,9.66,102.06,322.36,59.73,4.26,0.2424,2459954.07,2023-01-09.5,1.49e+03,4.07,0.0358,13.9,1.17,3.06,2.2e-08,9.6e-09,5.4e-08,9.9e-06,4.1e-05,4.1e-05,2.9e-06,1.6e-08,1.4e-09,1.1e-05,8.4e-06,APO,"Otto Matic",4561,2010-09-24,2023-03-21,190,,,0,.54778,,,,,,,,,
20420210,"420210 (2011 HF)",420210,,,Y,Y,0,20.45,,,,,,,,,,,,,,,,,,,"JPL 72",2460200.5,60200,2023-09-13.0,J2000,0.2347,1.284,0.982,10.62,204.88,149.67,56.04,1.58,0.6778,2460117.82,2023-06-22.3,531,1.45,0.0102,3.97,3.86,5,4.3e-08,6.0e-09,5.3e-08,4.9e-06,1.8e-05,1.9e-05,1.7e-05,7.4e-09,4.8e-09,2.5e-05,3.7e-06,APO,"Otto Matic",4697,2011-04-22,2024-03-01,207,,,0,.55235,,,,,,,,,
20422686,"422686 (2000 AC6)",422686,,,Y,Y,0,21.63,,,,,,,0.176,,0.143,2.4437,,,,,Q,,,0.01,"JPL 70",2460200.5,60200,2023-09-13.0,J2000,0.2864,0.8537,0.609,4.70,101.37,188.08,195.18,1.10,1.25,2460332.40,2024-01-22.8,288,0.789,0.046,17.9,4.03,6.87,4.1e-08,3.8e-09,3.7e-08,4.2e-06,2.7e-05,3.6e-05,2.8e-05,4.8e-09,8.3e-09,2.3e-05,1.9e-06,ATE,"Otto Matic",8040,2000-01-04,2022-01-08,310,,,0,.42414,,,,4.2e-14,6.1e-15,,,,
20422699,"422699 (2000 PD3)",422699,,,Y,Y,0,18.28,,,,,,,0.619,,0.220,42.484,,,,,,,,0.18,"JPL 107",2460200.5,60200,2023-09-13.0,J2000,0.5921,1.998,0.815,7.70,298.66,110.18,31.75,3.18,0.349,2460109.51,2023-06-14.0,1.03e+03,2.82,0.0267,10.4,2.3,3.59,2.9e-08,4.8e-09,5.8e-08,7.4e-06,3.2e-05,3.3e-05,3.7e-06,7.7e-09,1.3e-09,1.0e-05,3.7e-06,APO,"Otto Matic",7560,2000-08-01,2021-04-13,525,,,0,.45929,,,,,,,,,
20422787,"422787 (2001 WS1)",422787,,,Y,Y,0,17.03,,,,,,,,,,,,,,,,,,,"JPL 112",2460200.5,60200,2023-09-13.0,J2000,0.6187,2.591,0.988,13.25,1.29,5.22,80.51,4.19,0.2364,2459859.89,2022-10-07.3,1.52e+03,4.17,0.0138,5.36,1.28,3.09,1.5e-08,2.8e-09,4.0e-08,4.6e-06,1.7e-05,1.8e-05,1.3e-06,4.5e-09,3.8e-10,5.5e-06,2.5e-06,APO,"Otto Matic",9330,1997-08-02,2023-02-17,1343,,,0,.3437,,,,,,,,,
20423321,"423321 (2005 ED318)",423321,,,Y,Y,0,20.90,,,,,,,0.202,,0.212,17.157,,,,,,,,0.01,"JPL 72",2460200.5,60200,2023-09-13.0,J2000,0.4493,1.851,1.019,2.39,82.05,164.23,99.15,2.68,0.3914,2459947.15,2023-01-02.6,920,2.52,0.00908,3.53,2.35,3.88,6.7e-09,1.3e-09,1.2e-08,2.2e-06,3.1e-05,3.3e-05,5.2e-06,1.8e-09,4.0e-10,1.3e-05,9.4e-07,AMO,"Otto Matic",7288,2000-02-12,2020-01-26,615,1,1,0,.37464,,,,,,,,,
20423709,"423709 (2006 BQ6)",423709,,,Y,Y,0,19.75,,,,,,,,,,4.416,,,,,,,,,"JPL 103",2460200.5,60200,2023-09-13.0,J2000,0.4050,1.472,0.876,13.00,307.62,304.79,235.80,2.07,0.552,2460425.49,2024-04-24.9,652,1.79,0.0099,3.85,3.06,4.48,2.3e-08,3.2e-09,3.5e-08,8.0e-06,8.0e-06,1.0e-05,1.3e-05,4.5e-09,1.8e-09,2.4e-05,2.1e-06,APO,"Otto Matic",6124,2006-01-22,2022-10-29,606,2,0,0,.40484,,,,,,,,,
20424482,"424482 (2008 DG5)",424482,,,Y,Y,0,19.68,,,,,,,,,,,,,,,,,,,"JPL 76",2460200.5,60200,2023-09-13.0,J2000,0.2425,1.255,0.951,5.71,244.01,59.71,246.65,1.56,0.7007,2460362.28,2024-02-21.7,514,1.41,0.0183,7.1,3.64,5.09,4.1e-08,2.0e-09,5.2e-08,3.6e-06,3.3e-05,3.4e-05,1.6e-05,2.5e-09,1.7e-09,2.2e-05,1.2e-06,APO,"Otto Matic",7644,2001-03-28,2022-03-02,286,,,0,.5959,,,,,,,,,
20425755,"425755 (2011 CP4)",425755,,,Y,Y,0,21.16,,,,,,,,,,,,,,,,,,,"JPL 66",2460200.5,60200,2023-09-13.0,J2000,0.8702,0.9116,0.118,9.47,147.98,159.93,53.43,1.70,1.132,2460153.31,2023-07-27.8,318,0.87,0.019,7.41,3.59,6.11,2.1e-08,1.4e-08,1.9e-08,8.2e-06,8.4e-06,9.4e-06,6.9e-05,2.6e-08,2.6e-08,6.0e-05,7.3e-06,ATE,"Otto Matic",8057,2002-01-10,2024-02-01,151,4,7,0,.68424,,,,6.9e-14,1.0e-14,,,,
20428209,"428209 (2006 VC)",428209,,,Y,Y,0,20.12,,,,,,,,,,7.8,,,,,,,,,"JPL 43",2460200.5,60200,2023-09-13.0,J2000,0.4918,1.942,0.987,12.25,87.53,19.22,61.62,2.90,0.3642,2460031.31,2023-03-27.8,988,2.71,0.0185,7.18,2.29,3.72,3.8e-08,2.7e-08,7.2e-08,1.1e-05,1.9e-05,2.5e-05,4.6e-05,4.0e-08,7.5e-09,1.2e-04,2.0e-05,APO,"Otto Matic",3089,2006-11-01,2015-04-17,187,,,0,.63199,,,,,,,,,
20429094,"429094 (2009 SG2)",429094,,,Y,Y,0,20.06,,,,,,,,,,,,,,,,,,,"JPL 54",2460200.5,60200,2023-09-13.0,J2000,0.1702,1.121,0.930,25.98,9.08,252.96,355.62,1.31,0.8305,2460205.77,2023-09-18.2,433,1.19,0.0342,13.3,3.77,5.46,5.0e-08,2.5e-09,5.7e-08,1.4e-05,7.6e-06,2.3e-05,2.4e-05,3.0e-09,2.8e-09,2.9e-05,1.5e-06,APO,"Otto Matic",4788,2009-09-18,2022-10-28,190,,,0,.52578,,,,,,,,,
20429584,"429584 (2011 EU29)",429584,,,Y,Y,0,19.80,,,,,,,,,,43.5,,,,,,,,,"JPL 91",2460200.5,60200,2023-09-13.0,J2000,0.6999,2.503,0.751,2.58,177.15,251.20,75.99,4.25,0.2489,2459895.27,2022-11-11.7,1.45e+03,3.96,0.00322,1.25,1.1,3.07,1.2e-08,4.7e-09,3.1e-08,5.1e-06,5.5e-05,5.5e-05,3.2e-06,8.0e-09,7.1e-10,1.2e-05,4.1e-06,APO,"Otto Matic",4401,2011-03-08,2023-03-26,454,,,0,.47999,,,,,,,,,
20430440,"430440 (2000 OH)",430440,,,Y,Y,0,17.67,,,,,,,,,,,,,,,,,,,"JPL 99",2460200.5,60200,2023-09-13.0,J2000,0.5915,2.423,0.990,18.67,283.75,355.47,52.46,3.86,0.2614,2459999.82,2023-02-24.3,1.38e+03,3.77,0.0262,10.2,1.32,3.19,2.7e-08,7.6e-09,6.6e-08,5.6e-06,3.3e-05,3.3e-05,7.2e-06,1.2e-08,1.2e-09,2.7e-05,6.4e-06,APO,"Otto Matic",8545,2000-07-21,2023-12-13,383,,,0,.52407,,,,,,,,,
20430544,"430544 (2002 GM2)",430544,,,Y,Y,0,18.76,,,,,,,,,,2.633,,,,,,,,,"JPL 38",2460200.5,60200,2023-09-13.0,J2000,0.8067,2.201,0.425,3.35,338.99,84.72,234.93,3.98,0.3018,2460614.85,2024-10-31.3,1.19e+03,3.27,0.0111,4.34,1.43,3.13,8.9e-08,1.9e-08,2.0e-07,2.1e-05,1.9e-04,1.9e-04,1.3e-05,3.5e-08,3.9e-09,4.9e-05,1.6e-05,APO,"Otto Matic",4769,2002-04-04,2015-04-25,142,,,0,.50544,,,,,,,,,
20430804,"430804 (2005 AD13)",430804,,,Y,Y,0,17.89,,,,,,,,,,,,,,,,,,,"JPL 123",2460200.5,60200,2023-09-13.0,J2000,0.7550,1.949,0.478,12.38,102.74,263.64,330.87,3.42,0.3621,2460280.95,2023-12-02.4,994,2.72,0.0179,6.95,2.2,3.45,1.6e-08,1.8e-09,3.0e-08,4.7e-06,1.5e-05,1.3e-05,2.2e-06,3.2e-09,5.1e-10,6.0e-06,1.4e-06,APO,"Otto Matic",6985,2005-01-09,2024-02-24,705,,,0,.39376,,,,,,,,,
20433953,"433953 (1997 XR2)",433953,,,Y,Y,0,20.96,,,,,,,0.259,,0.115,9.3205,,,,,,,,0.09,"JPL 80",2460200.5,60200,2023-09-13.0,J2000,0.2008,1.076,0.860,7.19,250.66,84.64,98.41,1.29,0.8828,2460089.03,2023-05-24.5,408,1.12,0.000598,0.233,3.99,5.72,3.2e-08,9.0e-10,3.5e-08,1.9e-06,6.7e-06,8.1e-06,1.5e-06,1.1e-09,1.1e-09,1.6e-06,5.1e-07,APO,"Otto Matic",7014,1997-12-04,2017-02-16,427,6,2,0,.47037,,,,,,,,,
20434096,"434096 (2002 GO5)",434096,,,Y,Y,0,18.15,,,,,,,0.528,,0.431,,,,,,,,,0.02,"JPL 66",2460200.5,60200,2023-09-13.0,J2000,0.7677,1.896,0.440,13.77,22.62,65.33,93.76,3.35,0.3776,2459952.17,2023-01-07.6,953,2.61,0.0315,12.2,2.13,3.5,3.4e-08,3.7e-09,6.4e-08,9.0e-06,1.5e-05,1.6e-05,7.1e-06,6.6e-09,1.1e-09,1.8e-05,2.8e-06,APO,"Otto Matic",7734,2002-04-11,2023-06-14,263,,,0,.51575,,,,,,,,,
20434188,"434188 (2003 AD23)",434188,,,Y,Y,0,19.09,,,,,,,,,,,,,,,,,,,"JPL 52",2460200.5,60200,2023-09-13.0,J2000,0.7628,1.645,0.390,23.34,101.48,241.67,325.46,2.90,0.467,2460274.47,2023-11-25.9,771,2.11,0.0323,12.6,2.83,3.83,6.6e-08,2.6e-09,1.1e-07,1.4e-05,1.3e-05,1.5e-05,4.3e-06,4.6e-09,1.1e-09,9.2e-06,1.8e-06,APO,"Otto Matic",7709,2002-12-14,2024-01-22,208,,,0,.52586,,,,,,,,,
20434196,"434196 (2003 HG2)",434196,,,Y,Y,0,21.61,,,,,,,,,,,,,,,,,,,"JPL 41",2460200.5,60200,2023-09-13.0,J2000,0.1346,1.062,0.919,19.78,214.24,225.37,345.45,1.21,0.9002,2460216.67,2023-09-29.1,400,1.09,0.0402,15.6,3.97,5.74,8.5e-08,2.9e-09,9.2e-08,1.2e-05,1.0e-05,5.3e-05,5.4e-05,3.3e-09,3.7e-09,5.9e-05,1.7e-06,APO,"Otto Matic",4407,2003-04-24,2015-05-18,182,,,0,.70473,,,,,,,,,
20434326,"434326 (2004 JG6)",434326,,,Y,Y,0,18.48,,,,,,,,,,,,,,,,,,,"JPL 36",2460200.5,60200,2023-09-13.0,J2000,0.5312,0.6353,0.298,18.94,37.01,353.01,278.27,0.97,1.947,2460242.49,2023-10-24.9,185,0.506,0.0403,15.7,4.47,8.75,1.9e-07,6.5e-09,1.2e-07,5.4e-05,4.0e-05,3.8e-05,2.0e-04,1.0e-08,3.0e-08,1.0e-04,2.8e-06,IEO,"Otto Matic",6227,2004-05-11,2021-05-29,142,,,1,.46713,,,,,,,,,
20434633,"434633 (2005 WB1)",434633,,,Y,Y,0,20.67,,,,,,,0.310,,0.039,,,,,,,,,0.11,"JPL 37",2460200.5,60200,2023-09-13.0,J2000,0.3553,1.264,0.815,22.88,61.41,265.74,246.66,1.71,0.6936,2460363.90,2024-02-23.4,519,1.42,0.0461,17.9,3.75,4.97,9.2e-08,4.2e-09,1.2e-07,1.7e-05,1.1e-05,3.1e-05,2.7e-05,5.7e-09,3.5e-09,3.9e-05,2.6e-06,APO,"Otto Matic",6242,2005-11-21,2022-12-24,224,,,0,.42651,,,,,,,,,
20434677,"434677 (2006 BZ7)",434677,,,Y,Y,0,17.46,,,,,,,,,,,,,,,,,,,"JPL 50",2460200.5,60200,2023-09-13.0,J2000,0.3665,1.49,0.944,68.42,262.95,188.78,244.34,2.04,0.5419,2460413.94,2024-04-13.4,664,1.82,0.0383,14.9,3.25,3.86,8.7e-08,5.1e-09,1.3e-07,2.2e-05,7.4e-06,1.0e-05,1.5e-05,7.0e-09,2.8e-09,2.8e-05,3.4e-06,APO,"Otto Matic",6396,2006-01-23,2023-07-29,201,,,0,.42456,,,,,,,,,
20434734,"434734 (2006 FX)",434734,,,Y,Y,0,20.02,,,,,,,,,,,,,,,,,,,"JPL 46",2460200.5,60200,2023-09-13.0,J2000,0.4381,1.495,0.840,24.64,181.16,299.50,227.49,2.15,0.5393,2460446.22,2024-05-15.7,668,1.83,0.00338,1.32,3.12,4.36,3.6e-08,4.3e-09,5.5e-08,1.5e-05,1.1e-05,1.5e-05,2.2e-05,6.1e-09,2.3e-09,4.2e-05,2.9e-06,APO,"Otto Matic",4262,2005-09-24,2017-05-26,195,,,0,.51902,,,,,,,,,
20435159,"435159 (2007 LQ19)",435159,,,Y,Y,0,17.14,,,,,,,,,,,,,,,,,,,"JPL 61",2460200.5,60200,2023-09-13.0,J2000,0.6299,2.605,0.964,17.06,110.84,207.67,306.52,4.25,0.2345,2460428.61,2024-04-28.1,1.54e+03,4.2,0.00695,2.7,1.2,3.05,8.5e-08,5.9e-08,2.4e-07,9.6e-06,5.2e-05,5.2e-05,4.0e-05,9.6e-08,8.0e-09,1.8e-04,5.2e-05,APO,"Otto Matic",5758,2007-06-13,2023-03-19,192,,,0,.48644,,,,,,,,,
20435548,"435548 (2008 QT3)",435548,,,Y,Y,0,18.87,,,,,,,,,,,,,,,,,,,"JPL 101",2460200.5,60200,2023-09-13.0,J2000,0.5284,2.012,0.949,7.25,271.91,160.95,58.05,3.08,0.3453,2460032.40,2023-03-28.9,1.04e+03,2.85,0.0122,4.75,2.25,3.63,3.5e-08,4.2e-08,5.9e-08,5.4e-06,3.3e-05,3.2e-05,6.3e-05,6.5e-08,1.1e-08,1.8e-04,3.3e-05,APO,"Otto Matic",2451,2008-08-24,2015-05-11,594,,,0,.36424,,,,,,,,,
20436329,"436329 (2010 GX62)",436329,,,Y,Y,0,20.09,,,,,,,0.622,,0.012,,,,,,,,,0.01,"JPL 64",2460200.5,60200,2023-09-13.0,J2000,0.6995,2.968,0.892,21.84,206.93,317.09,238.99,5.04,0.1928,2460828.17,2025-06-01.6,1.87e+03,5.11,0.0024,0.933,0.948,2.75,4.5e-08,2.7e-08,1.4e-07,1.6e-05,2.7e-05,3.1e-05,7.3e-06,4.6e-08,2.6e-09,4.6e-05,2.5e-05,APO,"Otto Matic",1983,2010-01-16,2015-06-22,182,,,0,.64082,,,,,,,,,
20436671,"436671 (2011 SV71)",436671,,,Y,Y,0,18.00,,,,,,,2.159,,0.024,,,,,,,,,0.02,"JPL 57",2460200.5,60200,2023-09-13.0,J2000,0.6103,2.627,1.024,13.42,80.60,190.49,330.47,4.23,0.2315,2460328.09,2024-01-18.5,1.56e+03,4.26,0.0137,5.34,0.916,3.08,4.3e-08,6.4e-08,1.2e-07,7.4e-06,5.6e-05,5.7e-05,2.3e-05,1.0e-07,8.4e-09,1.0e-04,5.7e-05,AMO,"Otto Matic",6195,2002-03-19,2019-03-05,205,,,0,.46086,,,,,,,,,
20436724,"436724 (2011 UW158)",436724,,,Y,Y,0,19.98,,,,,,,,,,0.61073,,,,,,,,,"JPL 142",2460200.5,60200,2023-09-13.0,J2000,0.3762,1.621,1.011,4.57,285.97,8.80,343.05,2.23,0.4777,2460235.99,2023-10-18.4,754,2.06,0.00241,0.94,2.98,4.24,4.9e-09,9.5e-09,6.5e-09,9.2e-07,2.0e-06,4.3e-06,1.2e-05,1.3e-08,4.2e-09,2.6e-05,6.7e-06,APO,"Otto Matic",3403,2011-10-25,2021-02-17,958,8,0,0,.33157,,,,,,,,,
20436774,"436774 (2012 KY3)",436774,,,Y,Y,0,18.41,,,,,,,,,,,,,,,,,,,"JPL 63",2460200.5,60200,2023-09-13.0,J2000,0.4863,1.232,0.633,21.39,21.52,87.25,150.50,1.83,0.7211,2459991.81,2023-02-16.3,499,1.37,0.0248,9.65,3.49,5.02,1.2e-08,2.0e-09,1.5e-08,8.8e-06,7.9e-06,9.0e-06,2.9e-06,2.9e-09,1.7e-09,3.5e-06,1.2e-06,APO,"Otto Matic",4027,2012-05-16,2023-05-26,202,2,2,0,.31007,,,,,,,,,
20437841,"437841 (1998 HD14)",437841,,,Y,Y,0,21.00,,,,,,,,,,,,,,,,,,,"JPL 56",2460200.5,60200,2023-09-13.0,J2000,0.3126,0.9632,0.662,7.81,183.76,260.90,37.39,1.26,1.043,2460164.64,2023-08-08.1,345,0.945,0.0348,13.5,3.95,6.21,5.8e-08,9.0e-09,5.8e-08,3.7e-06,5.7e-05,4.1e-05,5.0e-05,1.2e-08,1.5e-08,4.8e-05,4.8e-06,ATE,"Otto Matic",7735,1998-04-25,2019-06-29,210,,,0,.46883,,,,-4.8e-14,1.0e-14,,,,
20437844,"437844 (1999 MN)",437844,,,Y,Y,0,21.19,,,,,,,,,,5.495,,,,,,,,,"JPL 54",2460200.5,60200,2023-09-13.0,J2000,0.6653,0.674,0.226,2.03,81.42,9.18,122.54,1.12,1.781,2460131.70,2023-07-06.2,202,0.553,0.00597,2.32,4.1,8.26,6.6e-08,8.9e-09,4.6e-08,6.8e-06,3.6e-05,3.6e-05,5.1e-05,1.5e-08,3.5e-08,2.7e-05,4.0e-06,ATE,"Otto Matic",7690,1999-06-22,2020-07-11,165,,,0,.6061,,,,3.4e-14,3.4e-15,,,,
20437905,"437905 (2001 XU30)",437905,,,Y,Y,0,19.98,,,,,,,,,,,,,,,Sq,,,,"JPL 31",2460200.5,60200,2023-09-13.0,J2000,0.6647,2.197,0.737,8.92,72.05,107.10,227.09,3.66,0.3026,2460639.75,2024-11-25.2,1.19e+03,3.26,0.0031,1.21,1.41,3.33,7.9e-08,7.5e-09,1.7e-07,2.2e-05,5.6e-05,6.0e-05,9.2e-06,1.3e-08,1.6e-09,3.2e-05,6.1e-06,APO,"Otto Matic",4930,2001-12-13,2015-06-13,184,,,0,.51225,,,,,,,,,
20438105,"438105 (2005 GO22)",438105,,,Y,Y,0,18.77,,,,,,,,,,4.103,,,,,,,,,"JPL 74",2460200.5,60200,2023-09-13.0,J2000,0.8233,1.914,0.338,1.56,61.76,19.08,4.21,3.49,0.3723,2460189.18,2023-09-01.6,967,2.65,0.0187,7.26,1.81,3.41,2.9e-08,5.9e-09,5.5e-08,6.3e-06,1.7e-04,1.7e-04,6.8e-06,1.1e-08,1.7e-09,1.8e-05,4.4e-06,APO,"Otto Matic",6655,2005-04-05,2023-06-25,312,1,0,0,.47716,,,,,,,,,
